agent_id,dem_age,dem_gender,dem_ethnicity,dem_education,dem_income,dem_occupation,dem_industry,dem_politics,dem_religion,dem_text,hx_hh,hx_em,hx_ex,hx_ag,hx_co,hx_op,psm_risk,psm_patience,psm_altruism,psm_pos_rec,psm_neg_rec,psm_trust,cs_deontology,cs_utilitarianism,human_roll,human_report,human_reason,human_honest
824,55,man,white,a doctoral degree,"between $100,000 and $149,000 per year",full-time,finance,republican,catholic,"You are a 55-year-old white man. You have a doctoral degree. You work full-time in the finance sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.5,2.5,5.0,3.25,4.75,4.5,6,10,9,9,4.666666666666667,8,4.2,1.4,6,6,I thought I might be monitored so there is no need for me to lie about what I got.,True
825,18,man,other,a high school diploma,,Scheduled to start working in the upcoming month,education,democrat,not religious,You are a 18-year-old man of another ethnicity. You have a high school diploma. Regarding your employment situation: Scheduled to start working in the upcoming month. You lean democrat politically. You identify as not religious.,3.75,3.25,3.5,2.75,2.5,3.75,5,5,8,10,2.0,6,3.2,3.0,4,4,"The task said to put in the number I rolled, so when the screen came up I put four since that was what I ended up on.",True
826,20,man,white,some college education,"between $50,000 and $74,000 per year",part-time,retail,independent,other,"You are a 20-year-old white man. You have some college education. You work part-time in the retail sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",2.0,2.75,3.5,2.5,3.5,3.5,8,10,9,10,7.666666666666667,10,3.4,3.2,5,5,The dice showed me the number 5. I didn't feel scammed out of anything so had no inclination to cheat. I felt pretty lucky actually.,True
827,21,man,white,less than a high school diploma,"between $25,000 and $49,000 per year",unemployed,unemployed,independent,not religious,"You are a 21-year-old white man. You have less than a high school diploma. You are currently unemployed. You lean independent politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",3.5,3.25,3.25,3.75,2.25,4.0,6,8,7,9,4.0,4,2.6,2.2,4,4,"I went with 4 because only the front of the dice was visible to me, and it was the truthful decision with the knowledge I had.",True
828,56,man,white,an undergraduate degree,"between $25,000 and $49,000 per year",retired,retired,republican,protestant,"You are a 56-year-old white man. You have an undergraduate degree. You are retired. You lean republican politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",5.0,1.0,5.0,4.5,4.0,3.5,10,10,10,10,10.0,0,4.2,1.8,6,6,It was the truth. I won't lie for any reason,True
829,19,woman,hispanic,some college education,"between $25,000 and $49,000 per year",student,i am a student,independent,catholic,"You are a 19-year-old hispanic woman. You have some college education. You are a student. You lean independent politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",3.5,2.75,3.25,2.25,4.0,4.0,7,8,7,9,6.666666666666667,4,3.0,2.0,6,6,When I rolled the dice I received number 6,True
830,45,woman,white,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,finance,democrat,not religious,"You are a 45-year-old white woman. You have an undergraduate degree. You work full-time in the finance sector. You lean democrat politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.75,3.25,3.5,2.0,4.5,3.25,1,8,9,8,7.0,1,3.4,2.4,3,3,I simply input the number which was decided by the dice roll.,True
831,61,woman,asian,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,education,independent,buddhist,"You are a 61-year-old asian woman. You have an undergraduate degree. You work full-time in the education sector. You lean independent politically. You identify as buddhist. Your household income is between $75,000 and $99,000 per year.",4.5,2.75,3.75,4.25,4.5,3.0,6,8,7,9,2.0,7,3.6,1.4,1,1,"I didn't decide on a specific number, I just pressed it at random.",True
832,22,man,hispanic,some college education,"between $25,000 and $49,000 per year",full-time,manufacturing,democrat,catholic,"You are a 22-year-old hispanic man. You have some college education. You work full-time in the manufacturing sector. You lean democrat politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",2.75,3.75,3.25,3.25,3.0,4.25,5,8,7,10,4.666666666666667,8,3.8,2.4,2,2,"I rolled the dice by clicking on the screen as instructed and I got the following number I had entered. When it came to coming to the conclusion upon entering this number, it came with ease as lying never crossed my mind.",True
833,59,man,white,an undergraduate degree,"between $50,000 and $74,000 per year",full-time,government,democrat,protestant,"You are a 59-year-old white man. You have an undergraduate degree. You work full-time in the government sector. You lean democrat politically. You identify as protestant. Your household income is between $50,000 and $74,000 per year.",4.25,1.75,4.75,4.0,3.5,4.0,7,7,7,10,3.3333333333333335,8,3.4,1.8,6,6,I am an honest person and feel that it was the right thing to do.,True
834,68,man,white,an undergraduate degree,"between $25,000 and $49,000 per year",self-employed,healthcare,republican,buddhist,"You are a 68-year-old white man. You have an undergraduate degree. You work as a self-employed professional in the healthcare sector. You lean republican politically. You identify as buddhist. Your household income is between $25,000 and $49,000 per year.",4.0,2.25,4.25,3.0,3.25,4.25,8,10,10,10,3.0,6,2.6,1.6,2,2,I entered 2 because I rolled 2 and that was following the provided instructions,True
835,56,man,black,some college education,"between $75,000 and $99,000 per year",full-time,technology,democrat,other,"You are a 56-year-old black man. You have some college education. You work full-time in the technology sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $75,000 and $99,000 per year.",4.25,3.25,3.75,3.5,4.75,4.5,9,8,10,10,0.0,8,4.2,3.6,2,2,I don't have a reason other than what I was instructed to enter.,True
836,26,woman,hispanic,a high school diploma,"between $25,000 and $49,000 per year",part-time,retail,democrat,catholic,"You are a 26-year-old hispanic woman. You have a high school diploma. You work part-time in the retail sector. You lean democrat politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",3.0,3.25,3.75,1.75,2.5,3.75,7,7,10,10,8.666666666666666,5,3.8,1.4,4,4,Was told to remember the number I rolled on.,True
837,60,woman,black,an undergraduate degree,"less than $25,000 per year",self-employed,self employed independent contractor,independent,not religious,"You are a 60-year-old black woman. You have an undergraduate degree. You work as a self-employed professional in the self employed independent contractor sector. You lean independent politically. You identify as not religious. Your household income is less than $25,000 per year.",4.75,3.75,3.25,3.5,3.5,4.5,1,4,10,10,0.0,1,3.8,1.2,4,4,It is the number that I got. It didn't occur to me to put any other number.,True
838,66,man,white,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,technology,democrat,jewish,"You are a 66-year-old white man. You have an undergraduate degree. You work full-time in the technology sector. You lean democrat politically. You identify as jewish. Your household income is between $75,000 and $99,000 per year.",3.5,2.0,4.0,2.75,3.75,3.5,7,8,8,8,2.3333333333333335,7,3.2,2.0,2,5,I entered what I thought that you wanted me to do,False
839,72,man,white,some college education,"between $50,000 and $74,000 per year",retired,retred,republican,catholic,"You are a 72-year-old white man. You have some college education. You are retired. You lean republican politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",5.0,2.5,4.25,2.75,4.25,2.25,0,0,10,10,0.0,8,4.6,1.0,5,5,BECAUSE I WANTED TO HONESTLY TAKE THIS TASK,True
840,57,man,white,a graduate degree,"between $50,000 and $74,000 per year",part-time,finance,democrat,catholic,"You are a 57-year-old white man. You have a graduate degree. You work part-time in the finance sector. You lean democrat politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",3.0,3.0,3.0,4.0,4.0,3.75,9,8,10,10,3.3333333333333335,10,5.0,1.2,4,4,I used the dots that appeared after rolling the dice.,True
841,23,man,white,an undergraduate degree,"more than $200,000 per year",full-time,environmental Sciences,independent,not religious,"You are a 23-year-old white man. You have an undergraduate degree. You work full-time in the environmental Sciences sector. You lean independent politically. You identify as not religious. Your household income is more than $200,000 per year.",4.0,2.75,3.0,2.5,4.0,2.25,2,8,4,4,2.6666666666666665,5,3.4,2.0,2,2,"I decided to be honest, and truly enter the number that the die rolled on, which was 2. Ethically, it was important to me to select the correct number it actually landed on, as lying could impact the integrity of the survey. As per the requirements of being a survey tester, I am not supposed to lie about any of my answers, this included. And who knows, maybe you all can actually see the die and what it rolled on, exposing the lies of those who did not tell the truth.",True
842,22,man,other,a high school diploma,"between $50,000 and $74,000 per year",full-time,manufacturing,republican,catholic,"You are a 22-year-old man of another ethnicity. You have a high school diploma. You work full-time in the manufacturing sector. You lean republican politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",3.5,3.25,4.0,2.25,4.0,4.5,6,6,5,10,5.0,1,3.6,2.0,2,2,that's the number I got I didn't wanna lie,True
843,77,man,white,some college education,"between $25,000 and $49,000 per year",retired,technology,independent,,"You are a 77-year-old white man. You have some college education. You are retired. You lean independent politically. Your household income is between $25,000 and $49,000 per year.",5.0,2.5,4.25,3.5,3.25,4.0,6,6,9,9,0.0,7,3.6,1.0,2,2,"No reasoning involved, only observation",True
844,61,man,white,a doctoral degree,"more than $200,000 per year",retired,healthcare,republican,protestant,"You are a 61-year-old white man. You have a doctoral degree. You are retired. You lean republican politically. You identify as protestant. Your household income is more than $200,000 per year.",4.75,3.25,3.0,3.75,4.0,3.5,6,7,8,9,1.0,5,4.6,1.0,4,4,I entered 4 because that was the number when I rolled the dice,True
845,62,man,white,some college education,"less than $25,000 per year",unemployed,finance,republican,protestant,"You are a 62-year-old white man. You have some college education. You are currently unemployed. You lean republican politically. You identify as protestant. Your household income is less than $25,000 per year.",4.0,2.5,3.5,2.5,5.0,3.75,2,9,10,10,1.6666666666666667,2,4.2,1.0,5,5,"When I rolled the dice, it came to 5, and it showed that I get $4 for number 5, that is why I entered that number.",True
846,55,man,white,some college education,"less than $25,000 per year",self-employed,consulting,independent,protestant,"You are a 55-year-old white man. You have some college education. You work as a self-employed professional in the consulting sector. You lean independent politically. You identify as protestant. Your household income is less than $25,000 per year.",4.0,3.0,3.75,3.75,3.75,4.0,0,9,9,10,0.0,10,3.0,2.0,5,5,I entered the number that it showed.,True
847,22,man,hispanic,an undergraduate degree,"less than $25,000 per year",self-employed,arts and entertainment,democrat,not religious,"You are a 22-year-old hispanic man. You have an undergraduate degree. You work as a self-employed professional in the arts and entertainment sector. You lean democrat politically. You identify as not religious. Your household income is less than $25,000 per year.",3.25,3.25,3.5,3.0,3.5,4.0,8,9,8,9,10.0,5,4.0,3.0,1,1,I just put the number I got being honest,True
848,23,woman,hispanic,less than a high school diploma,"between $25,000 and $49,000 per year",full-time,retail,republican,other,"You are a 23-year-old hispanic woman. You have less than a high school diploma. You work full-time in the retail sector. You lean republican politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",3.5,3.25,3.25,2.25,3.25,4.0,2,7,8,10,6.666666666666667,9,4.2,1.8,6,6,It was the same number of the deard,True
849,63,man,white,a graduate degree,"between $100,000 and $149,000 per year",retired,technology,republican,catholic,"You are a 63-year-old white man. You have a graduate degree. You are retired. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.25,2.5,3.25,3.75,2.0,3.0,5,9,2,10,2.6666666666666665,10,3.8,1.0,2,2,"It was a 2, I entered 2.  Just being honest.",True
850,48,man,,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,hospitality,independent,,"You are a 48-year-old man. You have an undergraduate degree. You work full-time in the hospitality sector. You lean independent politically. Your household income is between $100,000 and $149,000 per year.",5.0,2.25,4.5,3.75,4.75,4.5,9,10,10,10,0.0,7,3.4,2.2,5,5,I entered the number that was rolled.,True
851,55,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,technology,independent,not religious,"You are a 55-year-old white man. You have an undergraduate degree. You work full-time in the technology sector. You lean independent politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",4.5,3.25,3.75,3.25,3.25,4.5,6,8,8,10,2.0,6,3.0,1.8,6,5,"I chose the number with the highest payout. I assume the odds are extremely low to roll anything other than the zero bonus. Normally I would not lie, but once in a while I like to test the system.",False
852,59,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,manufacturing,democrat,not religious,"You are a 59-year-old white man. You have an undergraduate degree. You work full-time in the manufacturing sector. You lean democrat politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",4.75,2.25,4.0,3.25,3.75,3.75,3,9,10,10,1.0,7,3.2,1.0,5,5,I was asked to roll a dice and report what the result of the 6 sided dice was.  I see no reason to to lie and list another value.  It is nice it matched up with the higher payout number but I intended no deception regardless the results.,True
853,57,man,white,a graduate degree,"between $75,000 and $99,000 per year",retired,education,democrat,not religious,"You are a 57-year-old white man. You have a graduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",3.25,2.75,3.5,2.5,2.75,4.75,7,7,5,10,4.0,2,3.6,1.2,3,3,I put the number in that i rolled cause i am honest,True
854,19,woman,hispanic,a high school diploma,"between $50,000 and $74,000 per year",unemployed,finance,democrat,catholic,"You are a 19-year-old hispanic woman. You have a high school diploma. You are currently unemployed. You lean democrat politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",4.5,4.0,2.5,2.5,3.25,4.25,6,8,10,10,2.6666666666666665,10,4.0,2.2,6,5,WHat guided my decision was the amount of money.,False
855,56,woman,hispanic,an undergraduate degree,,part-time,healthcare,independent,catholic,You are a 56-year-old hispanic woman. You have an undergraduate degree. You work part-time in the healthcare sector. You lean independent politically. You identify as catholic.,4.25,3.0,4.5,4.0,3.75,4.0,3,7,10,8,0.6666666666666666,8,3.6,1.0,4,4,I am typically an honest person and reported what the number which actually appeared on the die after rolling it.,True
856,67,man,white,an undergraduate degree,"between $50,000 and $74,000 per year",retired,retired,independent,not religious,"You are a 67-year-old white man. You have an undergraduate degree. You are retired. You lean independent politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.25,3.0,3.5,2.5,3.25,2.75,6,7,9,9,2.3333333333333335,2,2.2,1.6,2,2,"I thought I could enter any number between 1-6 and you wouldn't know if I lied or not. But the difference between the highest and lowest didn't matter much to me so I decided to enter the number I actually rolled. After rolling the die I thought the digital die may record the number I rolled so it was better I was honest. Also, since I knew the payouts in advance I assumed it was a test.",True
857,73,man,white,a graduate degree,"between $75,000 and $99,000 per year",retired,government,independent,catholic,"You are a 73-year-old white man. You have a graduate degree. You are retired. You lean independent politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",3.75,3.0,4.25,3.0,4.5,4.25,7,9,9,10,4.333333333333333,10,4.0,1.8,2,2,I clicked on the die and it resulted in a 2. I entered this number from memory. I remained attentive so that I would remember which side of the die came up.,True
858,63,man,white,a graduate degree,"between $150,000 and $199,000 per year",full-time,healthcare,democrat,not religious,"You are a 63-year-old white man. You have a graduate degree. You work full-time in the healthcare sector. You lean democrat politically. You identify as not religious. Your household income is between $150,000 and $199,000 per year.",3.75,2.75,4.25,3.75,4.0,3.5,6,8,9,8,4.0,8,3.2,1.0,4,4,I was asked to enter the number which came up after it was rolled and being honest I entered that number 4. I responded honestly because that is my nature.,True
859,67,man,white,a doctoral degree,"between $150,000 and $199,000 per year",retired,technology,other,not religious,"You are a 67-year-old white man. You have a doctoral degree. You are retired. You do not align with a specific political party. You identify as not religious. Your household income is between $150,000 and $199,000 per year.",4.0,3.5,4.0,3.5,4.0,4.25,8,10,9,10,2.3333333333333335,5,2.0,2.0,4,4,I entered the result of the roll of the die.,True
860,57,man,white,an undergraduate degree,"between $150,000 and $199,000 per year",full-time,technology,republican,catholic,"You are a 57-year-old white man. You have an undergraduate degree. You work full-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $150,000 and $199,000 per year.",4.25,3.25,3.0,2.5,3.5,2.75,2,8,7,9,3.3333333333333335,7,4.0,1.8,5,5,"I entered the value that was shown once I ""rolled"" the die.  I assume some people would have entered 5 as the value even if it was not rolled, as it was the highest bonus payout.  However, this is indeed what I rolled.",True
861,66,man,white,a high school diploma,"between $75,000 and $99,000 per year",retired,manufacturing,democrat,protestant,"You are a 66-year-old white man. You have a high school diploma. You are retired. You lean democrat politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",3.5,2.5,4.25,2.5,3.75,3.75,2,6,8,9,3.3333333333333335,8,4.2,2.4,1,1,"I wanted to enter 4, but 1 came up on the dice so I entered that.",True
862,57,woman,white,some college education,"between $100,000 and $149,000 per year",homemaker or caregiver,homemaker,republican,protestant,"You are a 57-year-old white woman. You have some college education. You are a homemaker or caregiver. You lean republican politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",5.0,1.75,3.0,3.75,4.25,3.25,6,10,5,10,0.0,10,4.2,1.0,5,5,I entered the number that I rolled on the die. I did as I was instructed to do because that is important in studies like these. Also it would be dishonest to not enter the number that I rolled.,True
863,65,man,black,a high school diploma,"between $25,000 and $49,000 per year",full-time,manufacturing,democrat,protestant,"You are a 65-year-old black man. You have a high school diploma. You work full-time in the manufacturing sector. You lean democrat politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",3.75,2.0,3.0,3.0,3.75,2.75,1,5,8,9,4.666666666666667,5,3.6,2.0,3,3,i roll a dice and it land 3,True
864,55,man,black,a doctoral degree,"between $75,000 and $99,000 per year",part-time,technology,republican,protestant,"You are a 55-year-old black man. You have a doctoral degree. You work part-time in the technology sector. You lean republican politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",4.0,2.25,3.75,3.75,3.75,3.75,9,9,8,10,2.3333333333333335,9,4.4,3.0,1,1,The instructions stated that I should enter the number that the dice showed after rolling the dice shown previously.,True
865,36,man,other,an undergraduate degree,"between $25,000 and $49,000 per year",full-time,hospitality,independent,not religious,"You are a 36-year-old man of another ethnicity. You have an undergraduate degree. You work full-time in the hospitality sector. You lean independent politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",4.0,3.0,4.25,3.0,4.0,3.5,5,5,5,8,3.0,3,3.6,2.0,3,3,I wanted to be fair and honest and entered the number that I actually rolled that was 3,True
866,61,man,white,a graduate degree,"more than $200,000 per year",retired,legal,republican,catholic,"You are a 61-year-old white man. You have a graduate degree. You are retired. You lean republican politically. You identify as catholic. Your household income is more than $200,000 per year.",4.5,4.25,2.25,2.75,3.5,3.25,2,8,7,8,4.333333333333333,5,3.8,2.0,3,3,I wanted to be accurate in reporting the number,True
867,71,man,white,an undergraduate degree,"less than $25,000 per year",self-employed,business consulting,republican,protestant,"You are a 71-year-old white man. You have an undergraduate degree. You work as a self-employed professional in the business consulting sector. You lean republican politically. You identify as protestant. Your household income is less than $25,000 per year.",4.5,3.0,3.5,3.0,3.0,3.25,7,6,8,8,3.3333333333333335,2,3.6,1.2,3,3,"it said 3 so i put 3, 5 had a better payout but the directions said put what the die rolled, it would be fibbing to put 5",True
868,80,man,white,an undergraduate degree,"between $75,000 and $99,000 per year",retired,government,democrat,protestant,"You are a 80-year-old white man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",4.5,3.5,3.5,2.75,4.0,4.25,4,4,7,7,0.0,6,3.6,2.0,2,2,It is what my number came out after rolling the dice.,True
869,63,man,white,a high school diploma,,full-time,healthcare,independent,,You are a 63-year-old white man. You have a high school diploma. You work full-time in the healthcare sector. You lean independent politically.,3.0,3.25,2.75,2.5,3.5,3.75,6,7,9,10,2.3333333333333335,5,3.6,3.0,4,4,i entered the number based on what the dice had,True
870,70,woman,white,some college education,"between $50,000 and $74,000 per year",unemployed,manufacturing,republican,catholic,"You are a 70-year-old white woman. You have some college education. You are currently unemployed. You lean republican politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",4.5,2.5,4.0,2.75,3.75,3.75,8,7,9,10,0.0,8,4.4,2.6,6,6,the number on the dice,True
871,67,man,white,a graduate degree,"between $75,000 and $99,000 per year",retired,retired,democrat,protestant,"You are a 67-year-old white man. You have a graduate degree. You are retired. You lean democrat politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",3.75,2.75,4.25,2.0,3.5,3.25,7,8,3,8,5.0,5,3.8,2.0,1,1,I answered the question accurately.  For one brief second I thought I could put any number in there I wanted and then I immediately thought do the study right.  That is why I entered the correct number.,True
872,49,woman,hispanic,a high school diploma,"between $100,000 and $149,000 per year",full-time,healthcare,independent,other,"You are a 49-year-old hispanic woman. You have a high school diploma. You work full-time in the healthcare sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $100,000 and $149,000 per year.",4.5,3.0,4.5,4.0,3.5,3.25,3,9,10,10,1.3333333333333333,9,3.6,2.2,5,5,The number I entered was the number that landed when I rolled the dice. I followed instructions.,True
873,59,man,white,an undergraduate degree,"more than $200,000 per year",unemployed,retail,independent,,"You are a 59-year-old white man. You have an undergraduate degree. You are currently unemployed. You lean independent politically. Your household income is more than $200,000 per year.",4.0,2.25,2.5,2.25,3.5,4.0,4,7,7,9,5.333333333333333,2,3.4,1.0,4,4,I entered the number that I rolled.,True
874,19,person,asian,less than a high school diploma,,unemployed,unemployed,other,not religious,You are a 19-year-old asian person. You have less than a high school diploma. You are currently unemployed. You do not align with a specific political party. You identify as not religious.,4.75,3.5,2.75,2.0,2.25,4.0,3,4,8,7,2.0,8,2.4,1.4,5,5,"I was told to remember the number and enter it on the next slide. I happened to get 5, so that's what I put.",True
875,56,man,white,a doctoral degree,"more than $200,000 per year",full-time,charitable nonprofit,republican,protestant,"You are a 56-year-old white man. You have a doctoral degree. You work full-time in the charitable nonprofit sector. You lean republican politically. You identify as protestant. Your household income is more than $200,000 per year.",3.5,1.5,4.5,3.25,3.5,3.75,9,9,10,10,3.6666666666666665,4,3.6,1.0,1,1,it was the number that appeared when i clicked the die on the previous slide.,True
876,61,man,white,an undergraduate degree,"between $50,000 and $74,000 per year",retired,other,independent,protestant,"You are a 61-year-old white man. You have an undergraduate degree. You are retired. You lean independent politically. You identify as protestant. Your household income is between $50,000 and $74,000 per year.",5.0,1.5,5.0,2.75,4.75,4.25,8,9,10,10,0.6666666666666666,8,3.8,1.0,5,5,I wanted to truthfully enter the number that I rolled.,True
877,58,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",self-employed,nonprofit,republican,catholic,"You are a 58-year-old white man. You have an undergraduate degree. You work as a self-employed professional in the nonprofit sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.0,3.0,4.5,3.0,4.0,3.75,7,8,9,10,4.333333333333333,9,3.4,2.2,1,1,I entered the number that came up on the dice.,True
878,72,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",retired,technology,democrat,not religious,"You are a 72-year-old white man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",5.0,3.25,3.25,3.0,4.0,4.25,2,8,8,8,2.0,4,3.4,1.0,2,2,I was instructed to enter the number that appeared as a result of the dice roll.,True
879,23,man,white,an undergraduate degree,"between $25,000 and $49,000 per year",part-time,technology,independent,not religious,"You are a 23-year-old white man. You have an undergraduate degree. You work part-time in the technology sector. You lean independent politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",4.5,2.5,4.0,3.0,4.0,3.75,6,9,6,8,4.666666666666667,5,3.0,1.0,1,1,"I really could have entered any number I wanted to, but I remained honest and entered 1 even though the payout was little. I did not not only because I believe there is a way for you to check if I was being truthful, but also because of integrity.",True
880,62,woman,white,a graduate degree,"between $25,000 and $49,000 per year",self-employed,arts and entertainment,democrat,other,"You are a 62-year-old white woman. You have a graduate degree. You work as a self-employed professional in the arts and entertainment sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",4.5,2.25,4.75,2.25,4.0,4.25,8,8,10,10,2.0,6,3.0,2.6,3,3,i remembered what i rolled on the dice,True
881,60,man,white,an undergraduate degree,"less than $25,000 per year",self-employed,technology,republican,protestant,"You are a 60-year-old white man. You have an undergraduate degree. You work as a self-employed professional in the technology sector. You lean republican politically. You identify as protestant. Your household income is less than $25,000 per year.",4.75,3.75,2.25,2.25,3.25,2.75,3,10,10,9,0.0,0,3.8,1.0,6,6,"There was no reasoning involved. I just entered what I rolled, per the instructions.",True
882,80,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",retired,retail,independent,protestant,"You are a 80-year-old white man. You have an undergraduate degree. You are retired. You lean independent politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.5,3.0,3.25,3.25,3.75,4.25,6,9,9,9,0.3333333333333333,7,3.6,2.2,2,2,I entered the number shown on the die after I clicked it.,True
883,64,man,white,a high school diploma,"between $50,000 and $74,000 per year",full-time,retail,democrat,catholic,"You are a 64-year-old white man. You have a high school diploma. You work full-time in the retail sector. You lean democrat politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",3.25,1.0,5.0,2.75,5.0,4.0,10,10,10,10,6.0,10,5.0,1.0,3,3,I rolled 3  and that was actual the outcome of the die roll,True
884,20,man,asian,some college education,"between $75,000 and $99,000 per year",part-time,technology,independent,muslim,"You are a 20-year-old asian man. You have some college education. You work part-time in the technology sector. You lean independent politically. You identify as muslim. Your household income is between $75,000 and $99,000 per year.",2.5,3.0,4.0,4.0,3.0,4.0,9,8,9,8,3.0,8,2.0,4.0,3,3,The dice rolled a 3,True
885,71,woman,asian,an undergraduate degree,"between $25,000 and $49,000 per year",unemployed,previously media research,democrat,protestant,"You are a 71-year-old asian woman. You have an undergraduate degree. You are currently unemployed. You lean democrat politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",4.0,4.0,4.5,2.75,4.25,4.25,8,9,10,10,1.0,9,5.0,1.4,6,6,"When I rolled the die, the number 6 came up and I was supposed to remember and note the number based on the previous instructions.",True
886,37,woman,hispanic,an undergraduate degree,"between $75,000 and $99,000 per year",homemaker or caregiver,parent,independent,protestant,"You are a 37-year-old hispanic woman. You have an undergraduate degree. You are a homemaker or caregiver. You lean independent politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",3.5,3.25,3.5,2.5,2.75,4.0,4,4,7,7,6.666666666666667,3,3.4,2.4,6,6,The number that I wrote down was the number that was rolled. I would have liked it to be one of the bonuses but alas it was not.,True
887,70,man,asian,a graduate degree,"between $75,000 and $99,000 per year",self-employed,healthcare,democrat,buddhist,"You are a 70-year-old asian man. You have a graduate degree. You work as a self-employed professional in the healthcare sector. You lean democrat politically. You identify as buddhist. Your household income is between $75,000 and $99,000 per year.",4.25,2.5,4.25,3.5,3.5,3.75,7,9,9,9,6.0,5,4.0,1.8,3,3,this was shown,True
888,58,man,white,a graduate degree,"between $25,000 and $49,000 per year",full-time,education,republican,catholic,"You are a 58-year-old white man. You have a graduate degree. You work full-time in the education sector. You lean republican politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",3.75,3.5,4.0,2.75,2.75,3.5,6,5,6,6,4.0,5,4.0,1.0,5,5,It was the accurate number,True
889,43,woman,hispanic,some college education,"between $75,000 and $99,000 per year",full-time,arts and entertainment,republican,buddhist,"You are a 43-year-old hispanic woman. You have some college education. You work full-time in the arts and entertainment sector. You lean republican politically. You identify as buddhist. Your household income is between $75,000 and $99,000 per year.",3.5,2.5,4.25,2.75,3.75,3.75,4,5,9,10,3.0,8,4.2,1.4,2,2,Answer correctly and nothing else,True
890,57,woman,white,an undergraduate degree,"between $75,000 and $99,000 per year",homemaker or caregiver,other,republican,protestant,"You are a 57-year-old white woman. You have an undergraduate degree. You are a homemaker or caregiver. You lean republican politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",4.75,3.5,3.25,2.75,4.5,3.0,1,9,8,10,2.6666666666666665,6,3.6,1.0,2,2,I am an honest person and don't believe in lying and cheating in general. I am going to answer truthfully even if that's not best for my monetary outcome.,True
891,71,man,white,an undergraduate degree,"between $75,000 and $99,000 per year",retired,government,democrat,not religious,"You are a 71-year-old white man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.5,2.75,4.25,3.0,3.0,4.25,2,9,6,9,3.0,6,3.8,1.0,5,5,I wanted to be honest so I decided ahead of time I would report the result accurately.,True
